open_time,close_time,symbol,side,qty,entry_price,exit_price,pnl,strategy,tag,rrr,starting_cash
2025-10-09 15:17:00+00:00,2025-10-09 15:21:00+00:00,VIX100,short,0.05367734547634171,1117.678221,1120.642053,-0.16510594326126404,multi,,0.0,15.0
2025-10-09 15:21:00+00:00,2025-10-09 15:29:00+00:00,VIX100,long,0.05353538057883323,1120.642053,1117.428246,-0.1780345754938378,multi,,0.0,15.0
2025-10-09 15:29:00+00:00,2025-10-09 15:36:00+00:00,VIX100,short,0.05337145762938269,1117.428246,1121.7921680000002,-0.23889604643728174,multi,,0.0,15.0
2025-10-09 15:36:00+00:00,2025-10-09 16:35:00+00:00,VIX100,long,0.05284340807705567,1121.7921680000002,1112.08878,-0.5186367479359576,multi,,0.0,15.0
2025-10-09 16:35:00+00:00,2025-10-09 23:04:00+00:00,VIX100,short,0.05284629903523799,1112.08878,1083.148304,1.5236730110008583,multi,,0.0,15.0
2025-10-09 23:04:00+00:00,2025-10-10 02:42:00+00:00,VIX100,long,0.05327119655629207,1083.148304,1084.981491,0.09187623877473688,multi,,0.0,15.0
2025-10-10 02:42:00+00:00,2025-10-10 08:08:00+00:00,VIX100,short,0.056004555823999914,1084.981491,1067.2167109999998,0.9889317134243379,multi,,0.0,15.0
2025-10-10 08:08:00+00:00,2025-10-10 08:36:00+00:00,VIX100,long,0.057106740080737226,1067.2167109999998,1052.354754,-0.8547275704310251,multi,,0.0,15.0
2025-10-10 08:36:00+00:00,2025-10-10 09:25:00+00:00,VIX100,short,0.05971225449995821,1052.354754,1066.4966390000002,-0.850812128102287,multi,,0.0,15.0
2025-10-10 09:25:00+00:00,2025-10-10 14:05:00+00:00,VIX100,long,0.057369817353062486,1066.4966390000002,1066.09338,-0.02925105342517882,multi,,0.0,15.0
2025-10-10 14:05:00+00:00,2025-10-10 16:09:00+00:00,VIX100,short,0.05578128735354248,1066.09338,1075.287518,-0.5188589459490516,multi,,0.0,15.0
2025-10-10 16:09:00+00:00,2025-10-10 17:57:00+00:00,VIX100,long,0.05524930506632176,1075.287518,1068.303159,-0.39178328179720284,multi,,0.0,15.0
2025-10-10 17:57:00+00:00,2025-10-10 19:53:00+00:00,VIX100,short,0.05459810929129409,1068.303159,1075.867576,-0.4188768996406664,multi,,0.0,15.0
2025-10-10 19:53:00+00:00,2025-10-10 20:01:00+00:00,VIX100,long,0.05345931626614325,1075.867576,1067.933196,-0.4298756276433772,multi,,0.0,15.0
2025-10-10 20:01:00+00:00,2025-10-10 20:27:00+00:00,VIX100,short,0.053009648570582886,1067.933196,1076.387628,-0.4538723621724904,multi,,0.0,15.0
2025-10-10 20:27:00+00:00,2025-10-10 22:09:00+00:00,VIX100,long,0.05173899215092814,1076.387628,1074.9724919999999,-0.0787795097291049,multi,,0.0,15.0
2025-10-10 22:09:00+00:00,2025-10-10 22:17:00+00:00,VIX100,short,0.05086747544745444,1074.9724919999999,1077.7877680000001,-0.148688417090452,multi,,0.0,15.0
2025-10-10 22:17:00+00:00,2025-10-10 23:13:00+00:00,VIX100,long,0.05057292108552559,1077.7877680000001,1072.472742,-0.274220198400282,multi,,0.0,15.0
2025-10-10 23:13:00+00:00,2025-10-10 23:26:00+00:00,VIX100,short,0.05049598382289962,1072.472742,1081.098099,-0.4410049987505473,multi,,0.0,15.0
2025-10-10 23:26:00+00:00,2025-10-11 02:26:00+00:00,VIX100,long,0.049526666965561884,1081.098099,1077.702219,-0.17352411770385995,multi,,0.0,15.0
2025-10-11 02:26:00+00:00,2025-10-11 08:20:00+00:00,VIX100,short,0.04873570714875273,1077.702219,1070.437033,0.3488571267010756,multi,,0.0,15.0
2025-10-11 08:20:00+00:00,2025-10-11 11:30:00+00:00,VIX100,long,0.04869322274463173,1070.437033,1069.3130580000002,-0.0599367949260788,multi,,0.0,15.0
2025-10-11 11:30:00+00:00,2025-10-11 15:14:00+00:00,VIX100,short,0.04946899654339502,1069.3130580000002,1064.546444,0.2305334070538522,multi,,0.0,15.0
2025-10-11 15:14:00+00:00,2025-10-11 15:20:00+00:00,VIX100,long,0.0495612468388899,1064.546444,1060.2939600000002,-0.2160133582697577,multi,,0.0,15.0
2025-10-11 15:20:00+00:00,2025-10-11 19:19:00+00:00,VIX100,short,0.05023094560681412,1060.2939600000002,1055.4355329999999,0.23874182988673234,multi,,0.0,15.0
2025-10-11 19:19:00+00:00,2025-10-11 20:03:00+00:00,VIX100,long,0.049997522225766484,1055.4355329999999,1046.735316,-0.44022271004910385,multi,,0.0,15.0
2025-10-11 20:03:00+00:00,2025-10-11 20:10:00+00:00,VIX100,short,0.05090768920899515,1046.735316,1053.355325,-0.34237174928392383,multi,,0.0,15.0
2025-10-11 20:10:00+00:00,2025-10-11 20:21:00+00:00,VIX100,long,0.04963618836234819,1053.355325,1046.9352959999999,-0.3238623564912882,multi,,0.0,15.0
2025-10-11 20:21:00+00:00,2025-10-11 20:41:00+00:00,VIX100,short,0.04916265248876459,1046.9352959999999,1054.865476,-0.3950546819952527,multi,,0.0,15.0
2025-10-11 20:41:00+00:00,2025-10-11 22:04:00+00:00,VIX100,long,0.048070149188679606,1054.865476,1049.325057,-0.2713728891015326,multi,,0.0,15.0
2025-10-11 22:04:00+00:00,2025-10-12 01:50:00+00:00,VIX100,short,0.04740331545887861,1049.325057,1048.034793,0.05619475902678761,multi,,0.0,15.0
2025-10-12 01:50:00+00:00,2025-10-12 05:02:00+00:00,VIX100,long,0.0468307243389702,1048.034793,1048.945095,0.03771781616814733,multi,,0.0,15.0
2025-10-12 05:02:00+00:00,2025-10-12 07:38:00+00:00,VIX100,short,0.04690011775410622,1048.945095,1055.545544,-0.3145123563608161,multi,,0.0,15.0
2025-10-12 07:38:00+00:00,2025-10-12 10:19:00+00:00,VIX100,long,0.046691899505944136,1055.545544,1052.024787,-0.16930293559208615,multi,,0.0,15.0
2025-10-12 10:19:00+00:00,2025-10-12 10:26:00+00:00,VIX100,short,0.046093552346403215,1052.024787,1059.325922,-0.34141805779441436,multi,,0.0,15.0
2025-10-12 10:26:00+00:00,2025-10-12 12:57:00+00:00,VIX100,long,0.04537636546196944,1059.325922,1060.303959,0.03956849035289639,multi,,0.0,15.0
2025-10-12 12:57:00+00:00,2025-10-12 14:41:00+00:00,VIX100,short,0.04450280538522694,1060.303959,1064.916481,-0.2100093459916196,multi,,0.0,15.0
2025-10-12 14:41:00+00:00,2025-10-12 15:03:00+00:00,VIX100,long,0.044402057252230925,1064.916481,1056.764313,-0.36666528121860226,multi,,0.0,15.0
2025-10-12 15:03:00+00:00,2025-10-12 15:45:00+00:00,VIX100,short,0.04421693663722779,1056.764313,1066.256615,-0.42443517619388343,multi,,0.0,15.0
