open_time,close_time,symbol,side,qty,entry_price,exit_price,pnl,strategy,tag,rrr,starting_cash
2025-10-09 16:50:00+00:00,2025-10-09 22:40:00+00:00,VIX100,long,0.036147409134450297,1106.690658,1080.671922,-0.9444162443637151,multi,,0.0,15.0
2025-10-09 22:40:00+00:00,2025-10-10 01:50:00+00:00,VIX100,short,0.03700537184039234,1080.671922,1091.5091400000001,-0.40507445196468617,multi,,0.0,15.0
2025-10-10 01:50:00+00:00,2025-10-10 07:25:00+00:00,VIX100,long,0.035467553758999404,1091.5091400000001,1061.973792,-1.0513131042366004,multi,,0.0,15.0
2025-10-10 07:25:00+00:00,2025-10-10 11:55:00+00:00,VIX100,short,0.035912252055263,1061.973792,1066.7066599999998,-0.17379873240457702,multi,,0.0,15.0
2025-10-10 11:55:00+00:00,2025-10-10 13:05:00+00:00,VIX100,long,0.034348969302595206,1066.7066599999998,1083.371652,0.5687040286742169,multi,,0.0,15.0
2025-10-10 13:05:00+00:00,2025-10-10 14:15:00+00:00,VIX100,short,0.03357455046436828,1083.371652,1068.1768069999998,0.5065737346396123,multi,,0.0,15.0
2025-10-10 14:15:00+00:00,2025-10-10 15:55:00+00:00,VIX100,long,0.03482597699000081,1068.1768069999998,1076.032386,0.2698308255856095,multi,,0.0,15.0
2025-10-10 15:55:00+00:00,2025-10-10 17:50:00+00:00,VIX100,short,0.03522843603087976,1076.032386,1068.946884,0.24584542126133505,multi,,0.0,15.0
2025-10-10 17:50:00+00:00,2025-10-10 20:55:00+00:00,VIX100,long,0.0358174924303114,1068.946884,1082.221767,0.471596774371027,multi,,0.0,15.0
2025-10-10 20:55:00+00:00,2025-10-10 22:00:00+00:00,VIX100,short,0.0356812219902107,1082.221767,1071.0570950000001,0.39454747748279695,multi,,0.0,15.0
2025-10-10 22:00:00+00:00,2025-10-10 23:30:00+00:00,VIX100,long,0.03665856867056001,1071.0570950000001,1091.210868,0.734808248637506,multi,,0.0,15.0
