month,PnL
2025-01,146.44328336951511
2025-02,340.32554238670156
2025-03,427.9283827190295
2025-04,576.9591643478191
2025-05,362.51322937037713
2025-06,236.44090540966005
2025-07,256.6426052973649
2025-08,-69.417651335692
2025-09,1188.0451021923718
2025-10,1183.8769705302977
