time,symbol,strategy,r,confidence,risk_pct,pnl,equity
2025-10-27 11:45:00,XAUUSD,VB_v1.3,-1.0457480573492373,0.9754177836049535,0.05,-7.9230439614208805,143.60569005323683
2025-10-27 20:15:00,XAUUSD,VB_v1.3,-1.1335516739446736,0.9343324821562945,0.05,-8.13922351739133,135.46646653584548
2025-10-28 03:35:00,Volatility 75 Index,VB_v1.3,0.21366543498650198,0.6471552978252428,0.05,1.447225074923292,136.91369161076878
2025-10-28 06:45:00,Volatility 75 Index,VB_v1.3,-1.3427947738024468,0.8267809611837801,0.05,-9.192349477847012,127.72134213292176
2025-10-28 20:05:00,XAUUSD,VB_v1.3,-1.6274910577413477,0.6596467162093181,0.05,-10.39326711020267,117.32807502271909
2025-10-28 22:10:00,XAUUSD,VB_v1.3,-0.3498192815519683,0.9715224378888873,0.05,-2.0521811455161516,115.27589387720293
2025-10-28 22:20:00,XAUUSD,VB_v1.3,-0.3661920042786587,0.7425313047243238,0.05,-2.1106555311953454,113.16523834600758
2025-10-28 23:30:00,Volatility 75 Index,VB_v1.3,1.548044897701831,0.6519743019886965,0.05,8.759243490937433,121.92448183694502
2025-10-28 23:35:00,Volatility 75 Index,VB_v1.3,-0.9001465260735776,0.9810864641007975,0.05,-5.487494938442353,116.43698689850267
2025-10-28 23:55:00,XAUUSD,VB_v1.3,0.7657600136210557,0.8783134431892787,0.05,4.458139433669605,120.89512633217227
2025-10-29 00:25:00,XAUUSD,VB_v1.3,0.8982529154203046,0.9416294497822189,0.05,5.429719984398989,126.32484631657125
2025-10-29 03:05:00,Volatility 75 Index,VB_v1.3,1.0752889085174955,0.6640001280471843,0.05,6.791785305719314,133.11663162229056
2025-10-29 03:15:00,Volatility 75 Index,VB_v1.3,0.8745735922291171,0.8638057305427932,0.05,5.821014535167337,138.9376461574579
2025-10-29 03:25:00,Volatility 75 Index,VB_v1.3,1.2519640775401677,0.9622185347784176,0.05,8.6972471003562,147.6348932578141
2025-10-29 03:30:00,Volatility 75 Index,VB_v1.3,1.1580412110308427,0.981753853474894,0.05,8.548364528934412,156.1832577867485
2025-10-29 03:50:00,Volatility 75 Index,VB_v1.3,-2.6882411360132688,0.984459321476291,0.05,-20.9929129169451,135.1903448698034
2025-10-29 18:35:00,XAUUSD,VB_v1.3,3.673383711167087,0.675164205045717,0.05,24.83030053758984,160.02064540739323
2025-10-29 18:55:00,XAUUSD,VB_v1.3,-1.4297668717441203,0.9759589918965388,0.05,-11.439610879930187,148.58103452746303
2025-10-30 02:10:00,XAUUSD,VB_v1.3,0.08671507902609055,0.6744714147041362,0.05,0.6442108075413623,149.2252453350044
2025-10-30 07:25:00,XAUUSD,VB_v1.3,-0.9010969087118552,0.7107938911554652,0.05,-6.723320363657033,142.50192497134736
2025-10-30 08:30:00,Volatility 75 Index,VB_v1.3,0.6159653674940708,0.6455236117062265,0.05,4.388812529179424,146.8907375005268
2025-10-30 08:55:00,Volatility 75 Index,VB_v1.3,1.0392955691356482,0.8627316902130374,0.05,7.633144631568255,154.52388213209505
2025-10-30 13:00:00,XAUUSD,VB_v1.3,-1.5345428252152398,0.8125050316670891,0.05,-11.856175732510593,142.66770639958446
2025-10-30 14:00:00,XAUUSD,VB_v1.3,0.9045316138276833,0.6595473194455302,0.05,6.452372535535512,149.12007893511998
2025-10-30 14:05:00,XAUUSD,VB_v1.3,1.0975450679606569,0.7307643679286691,0.05,8.183300358457238,157.30337929357722
2025-10-30 14:20:00,XAUUSD,VB_v1.3,-0.5718867590978948,0.9743517150504493,0.05,-4.497985988967539,152.80539330460968
2025-10-30 15:45:00,Volatility 75 Index,VB_v1.3,1.1107731445636877,0.7010000904866267,0.05,8.486606361362618,161.2919996659723
2025-10-30 16:05:00,Volatility 75 Index,VB_v1.3,-1.0661269317916793,0.9347280135745681,0.05,-8.59788723632138,152.69411242965091
2025-10-31 02:10:00,XAUUSD,VB_v1.3,0.9433728981206714,0.876277648257915,0.05,7.20237436843617,159.8964867980871
2025-10-31 02:15:00,XAUUSD,VB_v1.3,-0.990270480638253,0.8208291350572661,0.05,-7.917038541695489,151.9794482563916
2025-10-31 07:40:00,XAUUSD,VB_v1.3,-1.163600717473864,0.6026983165060136,0.05,-8.842169751620965,143.13727850477065
2025-10-31 11:25:00,Volatility 75 Index,VB_v1.3,0.9227986959935968,0.8595696544179594,0.05,6.604344697613732,149.74162320238437
2025-10-31 12:15:00,Volatility 75 Index,VB_v1.3,-0.7102421741238826,0.9754681700263083,0.05,-5.3176408010050356,144.42398240137933
2025-10-31 12:25:00,XAUUSD,VB_v1.3,-1.0255716004813062,0.9706682871083352,0.05,-7.4058567389633305,137.018125662416
2025-10-31 12:40:00,XAUUSD,VB_v1.3,0.666666666666631,0.9723198596481487,0.05,4.567270855413622,141.58539651782962
2025-10-31 20:40:00,Volatility 75 Index,VB_v1.3,-1.2171346013373912,0.8704780399341525,0.05,-8.61642425729625,132.96897226053338
2025-11-01 01:25:00,Volatility 75 Index,VB_v1.3,-0.9332636634613175,0.6762473750660917,0.05,-6.204755508927585,126.76421675160579
2025-11-01 03:05:00,Volatility 75 Index,VB_v1.3,1.519325511707035,0.6223571414345095,0.05,9.629805424113748,136.39402217571953
2025-11-01 07:55:00,Volatility 75 Index,VB_v1.3,0.8678847368298073,0.6418641079988943,0.05,5.9187145020566625,142.3127366777762
2025-11-01 08:05:00,Volatility 75 Index,VB_v1.3,-0.969833691291093,0.912179690867587,0.05,-6.900984336497251,135.41175234127894
2025-11-01 13:05:00,Volatility 75 Index,VB_v1.3,0.9224292119598283,0.8618090227444473,0.05,6.245387800113269,141.6571401413922
2025-11-02 09:25:00,Volatility 75 Index,VB_v1.3,1.1086907739894074,0.6637456732885189,0.05,7.852698217224304,149.50983835861652
2025-11-02 09:35:00,Volatility 75 Index,VB_v1.3,1.009840172807933,0.8484996100457304,0.05,7.549052050227572,157.0588904088441
2025-11-02 09:50:00,Volatility 75 Index,VB_v1.3,-0.7948045479660768,0.977425077629003,0.05,-6.241556019772746,150.81733438907133
2025-11-02 15:20:00,Volatility 75 Index,VB_v1.3,1.171561859659132,0.6537957698477471,0.05,8.834591837284679,159.651926226356
2025-11-02 19:55:00,Volatility 75 Index,VB_v1.3,1.1843832020997558,0.6595576460374895,0.05,9.454452980268275,169.1063792066243
2025-11-02 23:40:00,XAUUSD,VB_v1.3,1.440222747881004,0.7683397717325247,0.05,12.177542707258576,181.28392191388286
2025-11-03 00:00:00,XAUUSD,VB_v1.3,-0.11688780575868034,0.9723313510293472,0.05,-1.0594939925920857,180.22442792129078
2025-11-03 00:50:00,Crash 500 Index,VB_v1.3,1.8353951247316462,0.7373657065367875,0.05,16.539151818214357,196.76357973950513
2025-11-03 01:10:00,Crash 500 Index,VB_v1.3,-2.710551790900128,0.9539954914125434,0.05,-26.666893672341796,170.09668606716335
2025-11-03 07:05:00,Volatility 75 Index,VB_v1.3,-0.9627665199146801,0.9786594973149574,0.05,-8.188169724695136,161.9085163424682
2025-11-03 07:10:00,XAUUSD,VB_v1.3,-1.3637414730026078,0.7419400804168839,0.05,-11.040067928427222,150.86844841404098
2025-11-03 08:10:00,XAUUSD,VB_v1.3,-1.0555653347416127,0.6245054631433868,0.05,-7.962575212605746,142.90587320143524
2025-11-03 08:45:00,Volatility 75 Index,VB_v1.3,-1.0918673718364296,0.8688181392920149,0.05,-7.801713009622057,135.10416019181318
2025-11-03 08:55:00,Volatility 75 Index,VB_v1.3,1.003911572986832,0.7102762400917498,0.05,6.7816314987614055,141.8857916905746
2025-11-03 09:10:00,Volatility 75 Index,VB_v1.3,0.5727575988111998,0.968934384029958,0.05,4.06330826770598,145.94909995828058
2025-11-03 14:30:00,XAUUSD,VB_v1.3,0.26386645126549874,0.666275021335516,0.05,1.9255535535692525,147.87465351184983
2025-11-03 14:30:00,Volatility 75 Index,VB_v1.3,1.011576155367756,0.8798771477579866,0.05,7.4793236737928055,155.35397718564263
2025-11-03 15:25:00,XAUUSD,VB_v1.3,-1.8779698078297133,0.6508023046843388,0.05,-14.587503934045149,140.7664732515975
2025-11-03 18:40:00,Crash 500 Index,VB_v1.3,0.48406820063923245,0.8843328246426928,0.05,3.407028670861572,144.17350192245905
2025-11-03 18:55:00,Crash 500 Index,VB_v1.3,-1.4053477622789903,0.8541088919120162,0.05,-10.130695415332676,134.0428065071264
2025-11-03 19:05:00,XAUUSD,VB_v1.3,-0.5694753773818491,0.8337928073506066,0.05,-3.8167038910483986,130.22610261607798
2025-11-04 01:10:00,Volatility 75 Index,VB_v1.3,1.0024230138808434,0.8107543537626267,0.05,6.527082113518245,136.75318472959623
2025-11-04 01:40:00,Volatility 75 Index,VB_v1.3,0.8705664108207407,0.9802695887967202,0.05,5.9526364599175166,142.70582118951376
2025-11-04 03:40:00,XAUUSD,VB_v1.3,-0.9560775842671585,0.7696038082709764,0.05,-6.82189183918657,135.88392935032718
