time,strategy,r,risk_pct,pnl,equity
2024-12-31 22:30:00,ICTPA,-1.0,1.0,-10.0,990.0
2024-12-31 22:35:00,MA,-0.8394740644415027,3.0,-24.93237971391263,965.0676202860874
2024-12-31 22:45:00,ICTPA,-1.0,3.0,-28.95202860858262,936.1155916775048
2024-12-31 22:50:00,MA,-1.0655179165851778,3.0,-29.923438047813473,906.1921536296913
2024-12-31 23:10:00,MA,-1.0871466084643386,3.0,-29.554911793065415,876.6372418366259
2024-12-31 23:15:00,ICTPA,-1.0,1.5,-13.149558627549387,863.4876832090765
2024-12-31 23:30:00,MA,-1.326821420363152,1.5,-17.185409314523316,846.3022738945532
2024-12-31 23:50:00,MA,2.543822785711616,1.5,32.29264511898776,878.5949190135409
2024-12-31 23:55:00,MA,-1.4428318342873643,1.5,-19.014970778937982,859.579948234603
2025-01-01 00:20:00,MA,-1.3992031187910658,1.5,-18.040904166301793,841.5390440683012
2025-01-01 00:30:00,MA,1.8727862089288705,1.5,23.640340740094494,865.1793848083958
2025-01-01 00:35:00,MA,-2.37997484502737,1.5,-30.886577584203554,834.2928072241922
2025-01-01 00:40:00,MA,2.1947117001950387,1.5,27.465482781052476,861.7582900052447
2025-01-01 01:00:00,MA,2.6895486989012864,1.5,34.76611331476505,896.5244033200097
2025-01-01 01:05:00,MA,-1.4226780059632596,1.5,-19.131983256190686,877.392420063819
2025-01-01 01:40:00,MA,-1.2344717395645841,1.5,-16.246742206154444,861.1456778576646
2025-01-01 02:25:00,MA,2.7841378164577115,1.5,35.96322370803951,897.1089015657042
2025-01-01 02:55:00,MA,-0.8718881654538356,1.5,-11.732679515976411,885.3762220497277
2025-01-01 03:00:00,MA,1.307753963070698,1.5,17.367813947911404,902.7440359976391
2025-01-01 03:45:00,MA,-3.2921013827448524,3.0,-89.15774667517489,813.5862893224643
2025-01-01 03:55:00,MA,-1.0445181597149567,1.5,-12.74708480538631,800.839204517078
2025-01-01 04:05:00,MA,-1.8700316144768572,1.5,-22.4639194583915,778.3752850586865
2025-01-01 04:30:00,MA,2.283606557376963,1.5,26.66254357590269,805.0378286345891
2025-01-01 04:35:00,MA,-0.9374847076095024,1.5,-11.320659800881296,793.7171688337078
2025-01-01 04:50:00,MA,-0.8734961247851695,1.5,-10.399633067275497,783.3175357664322
2025-01-01 04:55:00,MA,1.111255875484847,1.5,13.056993209861394,796.3745289762936
2025-01-01 05:30:00,ICTPA,3.75,1.5,44.79606725491651,841.1705962312101
2025-01-01 05:55:00,MA,1.293111007097176,1.5,16.31590435249608,857.4865005837062
2025-01-01 06:20:00,MA,1.4005623981091986,1.5,18.014450244056704,875.5009508277628
2025-01-01 06:25:00,MA,-0.2865192625711923,1.5,-3.7627183021732247,871.7382325255896
2025-01-01 07:00:00,MA,0.5177347347700036,1.5,6.769937439082619,878.5081699646722
2025-01-01 07:00:00,MA,2.0274228132421532,1.5,26.716612581089873,905.2247825457621
2025-01-01 07:10:00,MA,-0.9391688049743045,3.0,-25.50476631769884,879.7200162280633
2025-01-01 07:30:00,MA,0.8973628489621791,1.5,11.84142090077204,891.5614371288353
2025-01-01 07:40:00,MA,-3.850255581623024,1.5,-51.49109099497714,840.0703461338582
2025-01-01 07:55:00,MA,-1.3290744317337273,1.5,-16.747740268563195,823.3226058652949
2025-01-01 08:15:00,ICTPA,-1.0,1.5,-12.349839087979424,810.9727667773155
2025-01-01 08:15:00,MA,1.231931777893439,1.5,14.985946835987095,825.9587136133026
2025-01-01 08:15:00,MA,2.1692132494925165,1.5,26.875208776556562,852.8339223898591
2025-01-01 08:30:00,MA,-1.2079192150865505,1.5,-15.452317231985141,837.381605157874
2025-01-01 08:40:00,MA,0.0026155513209105167,1.5,0.03285321845215269,837.4144583763261
2025-01-01 08:55:00,MA,-0.35065700231551916,1.5,-4.404678655048749,833.0097797212774
2025-01-01 09:05:00,MA,-0.9289887582948144,1.5,-11.607850813660596,821.4019289076168
2025-01-01 09:10:00,MA,-1.0858134571637064,1.5,-13.378339022221747,808.023589885395
2025-01-01 09:35:00,MA,-1.4250655785485322,1.5,-17.272299069013386,790.7512908163817
2025-01-01 09:40:00,MA,-1.2941216261921957,1.5,-15.349925195773107,775.4013656206085
2025-01-01 09:45:00,MA,0.9042615401483647,1.5,10.51748449663855,785.9188501172471
2025-01-01 09:50:00,MA,-0.9553635621413427,1.5,-11.262573483030618,774.6562766342165
2025-01-01 09:55:00,MA,-2.1368909888189047,1.5,-24.830340254574928,749.8259363796416
2025-01-01 10:00:00,MA,2.3370397433046146,1.5,26.285595208197297,776.1115315878388
2025-01-01 10:10:00,MA,-1.0159898382337096,1.5,-11.827821441438674,764.2837101464002
2025-01-01 10:55:00,MA,-0.8050228406626615,1.5,-9.228987651213798,755.0547224951864
2025-01-01 11:10:00,MA,0.44074466474958696,1.5,4.9917951080059995,760.0465176031925
2025-01-01 11:25:00,MA,1.0391910957829225,1.5,11.847503602110837,771.8940212053033
2025-01-01 11:30:00,MA,1.5826203407485422,1.5,18.324227682925493,790.2182488882288
2025-01-01 11:35:00,MA,-0.791782668469073,1.5,-9.385216706665197,780.8330321815636
2025-01-01 11:35:00,MA,-1.2939377925411402,1.5,-15.15524055006326,765.6777916315003
2025-01-01 12:20:00,MA,2.453863864454894,1.5,28.183035970502438,793.8608276020028
2025-01-01 12:25:00,MA,1.4997302826434342,1.5,17.858656850386534,811.7194844523893
2025-01-01 12:30:00,MA,1.6015852932096508,1.5,19.500569827659998,831.2200542800493
2025-01-01 13:10:00,MA,1.3961042504047336,1.5,17.407047762030455,848.6271020420797
2025-01-01 13:50:00,ICTPA,-1.0,1.5,-12.729406530631195,835.8976955114485
2025-01-01 13:55:00,MA,2.69698629436324,1.5,33.8160694242629,869.7137649357114
2025-01-01 14:10:00,MA,-1.4693069306930124,1.5,-19.16814693808731,850.5456179976242
2025-01-01 14:25:00,MA,-2.8995555555556267,1.5,-36.99306407877757,813.5525539188466
2025-01-01 14:40:00,MA,-0.8961000979628317,1.5,-10.935367848968855,802.6171860698777
2025-01-01 14:45:00,MA,-1.0398005540166766,1.5,-12.518426921081472,790.0987591487961
2025-01-01 15:20:00,MA,-2.515281812899518,1.5,-29.809815589221653,760.2889435595745
