datetime,open,high,low,close,volume
2025-10-09 15:30:00+00:00,1117.95,1126.23,1116.25,1124.52,442
2025-10-09 15:45:00+00:00,1124.25,1127.92,1114.76,1120.45,437
2025-10-09 16:00:00+00:00,1120.8,1126.89,1119.56,1120.4,442
2025-10-09 16:15:00+00:00,1120.05,1128.16,1114.8,1114.8,448
2025-10-09 16:30:00+00:00,1114.56,1116.53,1110.09,1111.45,442
2025-10-09 16:45:00+00:00,1111.07,1112.81,1105.95,1110.48,441
2025-10-09 17:00:00+00:00,1110.16,1110.42,1097.63,1097.8,446
2025-10-09 17:15:00+00:00,1097.38,1102.74,1096.59,1101.83,441
2025-10-09 17:30:00+00:00,1101.67,1108.65,1100.83,1103.08,445
2025-10-09 17:45:00+00:00,1102.85,1104.78,1092.3,1093.11,444
2025-10-09 18:00:00+00:00,1092.96,1102.18,1091.87,1100.7,446
2025-10-09 18:15:00+00:00,1100.51,1103.75,1096.12,1098.02,441
2025-10-09 18:30:00+00:00,1098.28,1099.32,1090.94,1093.38,442
2025-10-09 18:45:00+00:00,1093.58,1097.95,1090.53,1096.27,441
2025-10-09 19:00:00+00:00,1096.72,1098.2,1088.46,1088.46,440
2025-10-09 19:15:00+00:00,1088.59,1092.42,1086.17,1089.43,443
2025-10-09 19:30:00+00:00,1089.68,1091.23,1080.32,1081.1,447
2025-10-09 19:45:00+00:00,1081.03,1089.81,1080.53,1085.83,441
2025-10-09 20:00:00+00:00,1085.95,1091.48,1077.67,1078.45,448
2025-10-09 20:15:00+00:00,1078.58,1078.69,1069.88,1075.66,445
2025-10-09 20:30:00+00:00,1075.81,1083.45,1073.48,1079.44,446
2025-10-09 20:45:00+00:00,1079.35,1079.46,1073.67,1075.36,446
2025-10-09 21:00:00+00:00,1075.66,1078.04,1070.83,1074.04,443
2025-10-09 21:15:00+00:00,1074.21,1075.55,1067.84,1068.41,447
2025-10-09 21:30:00+00:00,1068.16,1072.7,1063.94,1070.41,447
2025-10-09 21:45:00+00:00,1070.37,1074.61,1067.6,1067.93,440
2025-10-09 22:00:00+00:00,1067.59,1071.71,1064.3,1070.64,446
2025-10-09 22:15:00+00:00,1071.15,1078.85,1070.89,1076.96,444
