datetime,open,high,low,close,volume
2025-10-06 22:00:00+00:00,1001.1,1001.1,991.84,993.9,445
2025-10-06 22:15:00+00:00,993.79,997.9,989.23,997.23,439
2025-10-06 22:30:00+00:00,997.29,1011.54,996.89,1010.96,449
2025-10-06 22:45:00+00:00,1010.86,1013.14,1006.33,1006.78,444
2025-10-06 23:00:00+00:00,1006.83,1008.03,1001.41,1005.51,437
2025-10-06 23:15:00+00:00,1005.18,1009.09,1000.6,1004.18,437
2025-10-06 23:30:00+00:00,1003.86,1011.68,1000.38,1009.67,445
2025-10-06 23:45:00+00:00,1009.81,1016.22,1008.36,1015.8,444
2025-10-07 00:00:00+00:00,1015.99,1020.79,1014.09,1020.0,444
2025-10-07 00:15:00+00:00,1019.53,1020.59,1014.17,1018.09,442
2025-10-07 00:30:00+00:00,1018.4,1034.21,1017.32,1032.04,440
2025-10-07 00:45:00+00:00,1032.2,1033.19,1024.77,1027.61,446
2025-10-07 01:00:00+00:00,1027.94,1032.32,1027.45,1029.56,443
2025-10-07 01:15:00+00:00,1029.9,1031.94,1022.74,1025.34,441
2025-10-07 01:30:00+00:00,1025.06,1033.17,1024.66,1031.38,445
2025-10-07 01:45:00+00:00,1031.24,1031.25,1024.68,1026.01,441
2025-10-07 02:00:00+00:00,1026.21,1036.13,1025.25,1034.68,448
2025-10-07 02:15:00+00:00,1034.83,1037.28,1026.9,1029.44,442
2025-10-07 02:30:00+00:00,1029.84,1030.88,1025.57,1027.72,449
2025-10-07 02:45:00+00:00,1027.76,1028.47,1017.41,1019.98,440
2025-10-07 03:00:00+00:00,1020.2,1026.38,1019.3,1026.38,437
2025-10-07 03:15:00+00:00,1026.4,1028.08,1019.64,1023.21,446
2025-10-07 03:30:00+00:00,1023.09,1026.79,1022.01,1024.84,444
2025-10-07 03:45:00+00:00,1025.0,1025.45,1015.71,1020.73,444
2025-10-07 04:00:00+00:00,1021.1,1024.21,1016.08,1016.08,443
2025-10-07 04:15:00+00:00,1015.85,1016.71,1008.42,1009.13,445
2025-10-07 04:30:00+00:00,1009.4,1010.53,1004.03,1004.85,440
2025-10-07 04:45:00+00:00,1004.37,1007.89,1000.19,1005.16,446
2025-10-07 05:00:00+00:00,1005.12,1011.22,1002.15,1010.23,442
2025-10-07 05:15:00+00:00,1010.71,1010.9,999.9,1003.17,442
2025-10-07 05:30:00+00:00,1003.18,1005.17,997.75,1000.31,442
2025-10-07 05:45:00+00:00,1000.16,1005.21,998.1,998.1,446
2025-10-07 06:00:00+00:00,998.04,1001.58,985.33,986.97,445
2025-10-07 06:15:00+00:00,986.59,997.78,986.19,997.14,443
2025-10-07 06:30:00+00:00,997.16,997.69,983.95,987.74,442
2025-10-07 06:45:00+00:00,987.7,988.07,975.1,975.33,440
2025-10-07 07:00:00+00:00,975.6,977.99,970.44,970.44,441
2025-10-07 07:15:00+00:00,970.41,977.8,970.28,976.33,446
2025-10-07 07:30:00+00:00,976.18,980.55,973.25,973.35,442
2025-10-07 07:45:00+00:00,973.22,973.81,964.83,964.98,436
2025-10-07 08:00:00+00:00,964.86,971.92,963.73,971.92,443
2025-10-07 08:15:00+00:00,971.74,974.55,968.8,969.36,443
2025-10-07 08:30:00+00:00,969.35,970.79,964.44,969.41,443
2025-10-07 08:45:00+00:00,969.6,970.41,962.25,966.75,443
2025-10-07 09:00:00+00:00,967.06,971.5,962.84,963.99,447
2025-10-07 09:15:00+00:00,964.12,968.49,956.34,956.34,444
2025-10-07 09:30:00+00:00,956.39,960.22,954.3,959.76,441
2025-10-07 09:45:00+00:00,960.0,962.52,955.9,959.32,441
2025-10-07 10:00:00+00:00,959.21,960.7,952.88,955.89,442
2025-10-07 10:15:00+00:00,955.52,962.74,954.39,962.51,443
2025-10-07 10:30:00+00:00,962.78,967.92,959.6,965.79,442
2025-10-07 10:45:00+00:00,965.52,966.68,959.92,960.8,443
2025-10-07 11:00:00+00:00,960.65,966.77,959.92,963.85,443
2025-10-07 11:15:00+00:00,963.45,968.84,962.32,968.84,446
2025-10-07 11:30:00+00:00,969.16,969.49,959.77,963.54,441
2025-10-07 11:45:00+00:00,963.45,972.61,963.25,972.44,444
2025-10-07 12:00:00+00:00,972.63,977.92,970.14,975.59,444
2025-10-07 12:15:00+00:00,975.24,979.8,973.1,973.54,446
2025-10-07 12:30:00+00:00,973.81,973.99,967.98,967.98,440
2025-10-07 12:45:00+00:00,968.43,969.15,955.6,959.16,437
