datetime,open,high,low,close,volume
2025-10-09 15:16:00+00:00,1119.35,1119.65,1118.71,1119.15,29
2025-10-09 15:17:00+00:00,1118.96,1118.96,1117.3,1117.79,29
2025-10-09 15:18:00+00:00,1117.74,1117.81,1115.36,1116.26,30
2025-10-09 15:19:00+00:00,1116.97,1119.89,1116.97,1118.89,29
2025-10-09 15:20:00+00:00,1118.91,1121.77,1118.39,1121.77,30
2025-10-09 15:21:00+00:00,1121.28,1121.34,1119.99,1120.53,30
2025-10-09 15:22:00+00:00,1120.36,1121.09,1119.85,1120.76,30
2025-10-09 15:23:00+00:00,1120.75,1120.87,1119.16,1119.38,30
2025-10-09 15:24:00+00:00,1118.78,1119.5,1117.63,1119.23,30
2025-10-09 15:25:00+00:00,1119.07,1120.0,1118.87,1119.87,30
2025-10-09 15:26:00+00:00,1120.1,1120.81,1119.22,1120.81,30
2025-10-09 15:27:00+00:00,1120.89,1120.89,1119.2,1119.4,30
2025-10-09 15:28:00+00:00,1119.05,1119.71,1116.05,1116.05,30
2025-10-09 15:29:00+00:00,1116.35,1117.92,1115.49,1117.54,29
2025-10-09 15:30:00+00:00,1117.95,1118.56,1116.25,1117.08,27
2025-10-09 15:31:00+00:00,1117.35,1118.33,1116.95,1116.95,30
2025-10-09 15:32:00+00:00,1116.77,1118.03,1116.77,1117.95,30
2025-10-09 15:33:00+00:00,1118.11,1120.38,1118.11,1120.18,30
2025-10-09 15:34:00+00:00,1119.38,1120.19,1117.91,1119.94,30
2025-10-09 15:35:00+00:00,1120.36,1121.05,1120.0,1121.05,30
2025-10-09 15:36:00+00:00,1121.21,1121.79,1120.44,1121.68,30
2025-10-09 15:37:00+00:00,1121.44,1122.97,1121.23,1122.48,30
2025-10-09 15:38:00+00:00,1122.52,1122.6,1120.91,1120.91,30
2025-10-09 15:39:00+00:00,1121.18,1122.01,1120.88,1121.39,28
2025-10-09 15:40:00+00:00,1121.17,1121.17,1118.86,1119.24,29
2025-10-09 15:41:00+00:00,1119.87,1121.66,1119.75,1120.81,30
2025-10-09 15:42:00+00:00,1121.27,1123.49,1121.27,1121.71,30
2025-10-09 15:43:00+00:00,1122.04,1126.23,1122.04,1125.61,30
2025-10-09 15:44:00+00:00,1125.78,1126.02,1124.34,1124.52,28
2025-10-09 15:45:00+00:00,1124.25,1125.55,1124.06,1125.12,28
2025-10-09 15:46:00+00:00,1125.14,1127.47,1125.07,1127.46,28
2025-10-09 15:47:00+00:00,1127.92,1127.92,1125.04,1125.04,30
2025-10-09 15:48:00+00:00,1124.88,1125.65,1124.39,1125.43,30
2025-10-09 15:49:00+00:00,1124.9,1125.21,1123.29,1123.29,27
2025-10-09 15:50:00+00:00,1122.53,1123.52,1121.79,1121.79,30
2025-10-09 15:51:00+00:00,1121.54,1121.54,1118.38,1118.38,30
2025-10-09 15:52:00+00:00,1118.49,1119.47,1117.78,1117.78,29
2025-10-09 15:53:00+00:00,1117.89,1119.05,1117.57,1119.05,29
2025-10-09 15:54:00+00:00,1118.95,1119.72,1117.48,1118.12,29
2025-10-09 15:55:00+00:00,1117.72,1118.33,1116.88,1116.88,30
2025-10-09 15:56:00+00:00,1116.99,1117.76,1114.76,1115.57,29
2025-10-09 15:57:00+00:00,1115.27,1117.02,1114.95,1115.18,30
2025-10-09 15:58:00+00:00,1115.38,1117.01,1115.19,1116.45,29
2025-10-09 15:59:00+00:00,1116.96,1120.63,1116.81,1120.45,29
2025-10-09 16:00:00+00:00,1120.8,1122.95,1119.56,1122.62,28
2025-10-09 16:01:00+00:00,1122.99,1124.72,1122.64,1124.46,30
2025-10-09 16:02:00+00:00,1124.16,1125.41,1123.64,1124.81,30
2025-10-09 16:03:00+00:00,1124.72,1125.47,1123.21,1124.19,30
2025-10-09 16:04:00+00:00,1124.69,1125.82,1124.52,1125.33,30
2025-10-09 16:05:00+00:00,1125.99,1126.89,1122.52,1122.95,30
2025-10-09 16:06:00+00:00,1123.14,1123.93,1122.54,1122.54,29
2025-10-09 16:07:00+00:00,1122.52,1122.52,1120.39,1120.65,30
2025-10-09 16:08:00+00:00,1120.71,1121.77,1120.01,1120.82,30
2025-10-09 16:09:00+00:00,1120.85,1123.26,1120.85,1122.66,30
2025-10-09 16:10:00+00:00,1122.61,1123.64,1121.38,1121.72,30
2025-10-09 16:11:00+00:00,1121.68,1122.74,1121.24,1121.26,30
2025-10-09 16:12:00+00:00,1120.99,1121.72,1120.07,1120.81,27
2025-10-09 16:13:00+00:00,1121.12,1122.22,1121.09,1121.76,30
2025-10-09 16:14:00+00:00,1121.98,1122.75,1120.06,1120.4,28
2025-10-09 16:15:00+00:00,1120.05,1122.68,1120.05,1121.32,30
2025-10-09 16:16:00+00:00,1121.2,1124.56,1121.1,1124.4,30
2025-10-09 16:17:00+00:00,1124.17,1125.03,1123.32,1124.57,30
2025-10-09 16:18:00+00:00,1124.51,1125.55,1124.16,1124.16,30
2025-10-09 16:19:00+00:00,1124.15,1128.16,1123.85,1128.16,30
2025-10-09 16:20:00+00:00,1127.89,1127.99,1126.18,1127.21,29
