datetime,open,high,low,close,volume,volume
2019-01-01 00:00:00+00:00,3630.82,3663.83,3324.72,3385.98,34015,0
2019-01-02 00:00:00+00:00,3385.02,3525.44,3241.23,3458.46,43016,0
2019-01-03 00:00:00+00:00,3457.44,3680.94,3434.35,3569.48,43014,0
2019-01-04 00:00:00+00:00,3568.92,3702.92,3503.2,3531.12,43010,0
2019-01-05 00:00:00+00:00,3529.69,3747.11,3475.65,3589.96,43021,0
2019-01-06 00:00:00+00:00,3591.08,3914.62,3547.76,3805.72,43029,0
2019-01-07 00:00:00+00:00,3803.58,3966.85,3584.66,3951.51,43014,0
2019-01-08 00:00:00+00:00,3950.11,4063.89,3479.35,3485.8,43022,0
2019-01-09 00:00:00+00:00,3487.2,3565.09,3319.33,3321.27,43013,0
2019-01-10 00:00:00+00:00,3323.24,3510.57,3283.31,3409.2,43006,0
2019-01-11 00:00:00+00:00,3409.01,3495.82,3114.2,3480.51,43009,0
2019-01-12 00:00:00+00:00,3479.36,3893.82,3447.15,3732.63,43021,0
2019-01-13 00:00:00+00:00,3733.6,3900.65,3669.72,3722.47,43031,0
2019-01-14 00:00:00+00:00,3721.4,3847.53,3618.5,3845.29,43001,0
2019-01-15 00:00:00+00:00,3845.02,4030.89,3795.67,3948.64,43027,0
2019-01-16 00:00:00+00:00,3949.21,4071.54,3806.59,3892.05,43026,0
2019-01-17 00:00:00+00:00,3891.04,4055.34,3850.27,3921.01,43045,0
2019-01-18 00:00:00+00:00,3920.86,4005.39,3778.72,3922.65,43033,0
2019-01-19 00:00:00+00:00,3921.6,3961.62,3556.03,3594.15,43011,0
2019-01-20 00:00:00+00:00,3594.51,3707.01,3398.12,3559.88,43008,0
2019-01-21 00:00:00+00:00,3558.85,3647.22,3431.47,3484.15,43028,0
2019-01-22 00:00:00+00:00,3483.66,3502.25,3341.79,3478.69,42997,0
2019-01-23 00:00:00+00:00,3477.5,3775.26,3473.9,3488.49,43023,0
2019-01-24 00:00:00+00:00,3489.74,3539.66,3038.29,3041.34,42992,0
2019-01-25 00:00:00+00:00,3042.11,3053.75,2844.64,2958.2,42983,0
2019-01-26 00:00:00+00:00,2959.11,2981.06,2827.98,2903.27,42958,0
2019-01-27 00:00:00+00:00,2903.44,3088.33,2867.14,3006.47,42809,0
2019-01-28 00:00:00+00:00,3006.88,3120.38,2936.74,3036.59,42980,0
2019-01-29 00:00:00+00:00,3034.99,3096.59,2938.0,3026.11,43004,0
2019-01-30 00:00:00+00:00,3025.48,3117.25,2900.17,3075.63,42995,0
2019-01-31 00:00:00+00:00,3076.66,3129.4,2917.44,2963.83,42963,0
2019-02-01 00:00:00+00:00,2964.29,3013.24,2722.5,2868.85,42994,0
2019-02-02 00:00:00+00:00,2868.69,2996.96,2773.81,2978.41,42972,0
2019-02-03 00:00:00+00:00,2976.91,3027.61,2778.61,2835.59,42980,0
2019-02-04 00:00:00+00:00,2835.48,2951.26,2645.03,2656.38,42968,0
2019-02-05 00:00:00+00:00,2657.37,2798.67,2651.42,2739.42,42966,0
2019-02-06 00:00:00+00:00,2739.04,2862.5,2709.03,2732.01,42931,0
2019-02-07 00:00:00+00:00,2732.06,2984.41,2717.55,2933.07,42957,0
2019-02-08 00:00:00+00:00,2932.62,2948.02,2541.75,2643.21,42947,0
2019-02-09 00:00:00+00:00,2644.45,2711.35,2573.9,2652.06,42949,0
2019-02-10 00:00:00+00:00,2651.66,2728.56,2609.3,2696.1,42938,0
2019-02-11 00:00:00+00:00,2696.88,2813.29,2485.14,2496.82,42937,0
2019-02-12 00:00:00+00:00,2496.84,2544.45,2368.32,2497.04,42926,0
2019-02-13 00:00:00+00:00,2497.03,2560.43,2404.22,2446.2,42960,0
2019-02-14 00:00:00+00:00,2446.15,2739.77,2373.0,2721.41,42938,0
2019-02-15 00:00:00+00:00,2720.7,2752.99,2487.73,2619.54,42945,0
2019-02-16 00:00:00+00:00,2619.13,2874.03,2592.38,2815.24,42970,0
2019-02-17 00:00:00+00:00,2815.97,2817.36,2689.54,2783.77,42949,0
2019-02-18 00:00:00+00:00,2784.01,2798.27,2494.72,2518.84,42941,0
2019-02-19 00:00:00+00:00,2519.42,2909.54,2495.88,2900.18,42961,0
2019-02-20 00:00:00+00:00,2900.43,2944.59,2635.41,2710.58,42973,0
2019-02-21 00:00:00+00:00,2710.09,2794.55,2574.94,2725.03,42949,0
2019-02-22 00:00:00+00:00,2724.6,2891.85,2681.84,2798.43,42974,0
2019-02-23 00:00:00+00:00,2797.6,2932.12,2776.92,2921.43,42942,0
2019-02-24 00:00:00+00:00,2920.77,2958.03,2397.24,2410.28,42951,0
2019-02-25 00:00:00+00:00,2409.69,2539.34,2357.73,2489.44,42927,0
2019-02-26 00:00:00+00:00,2489.54,2582.77,2450.0,2489.15,42940,0
2019-02-27 00:00:00+00:00,2489.52,2543.69,2421.2,2457.36,42925,0
2019-02-28 00:00:00+00:00,2458.08,2494.77,2306.18,2417.61,42922,0
2019-03-01 00:00:00+00:00,2417.78,2514.69,2385.43,2407.85,42938,0
2019-03-02 00:00:00+00:00,2406.94,2439.94,2278.18,2339.84,42918,0
2019-03-03 00:00:00+00:00,2341.14,2363.05,2135.94,2173.43,42900,0
2019-03-04 00:00:00+00:00,2174.07,2265.24,2111.77,2112.66,42903,0
2019-03-05 00:00:00+00:00,2112.69,2140.0,1953.52,1986.9,42876,0
2019-03-06 00:00:00+00:00,1986.72,2101.59,1984.66,2099.19,42871,0
2019-03-07 00:00:00+00:00,2099.64,2133.26,2005.51,2026.8,42892,0
2019-03-08 00:00:00+00:00,2026.46,2165.95,2022.1,2164.13,42865,0
2019-03-09 00:00:00+00:00,2165.06,2198.66,1975.58,2097.62,42877,0
2019-03-10 00:00:00+00:00,2097.09,2205.51,2081.8,2142.41,42890,0
2019-03-11 00:00:00+00:00,2141.15,2229.8,2063.85,2154.97,42877,0
2019-03-12 00:00:00+00:00,2155.45,2327.61,2143.09,2284.8,42885,0
2019-03-13 00:00:00+00:00,2283.8,2350.08,2198.07,2212.51,42934,0
2019-03-14 00:00:00+00:00,2213.26,2297.08,2135.55,2177.61,42896,0
2019-03-15 00:00:00+00:00,2177.82,2383.33,2159.22,2371.82,42900,0
2019-03-16 00:00:00+00:00,2372.48,2425.45,2217.55,2220.94,42905,0
2019-03-17 00:00:00+00:00,2220.19,2329.88,2204.38,2287.73,42754,0
2019-03-18 00:00:00+00:00,2288.07,2412.46,2240.9,2397.26,42928,0
2019-03-19 00:00:00+00:00,2396.73,2399.07,2255.68,2331.62,42928,0
2019-03-20 00:00:00+00:00,2331.61,2450.86,2206.67,2224.41,42926,0
2019-03-21 00:00:00+00:00,2224.93,2298.51,2157.44,2273.43,42924,0
2019-03-22 00:00:00+00:00,2272.59,2423.53,2255.22,2405.37,42909,0
2019-03-23 00:00:00+00:00,2406.02,2585.32,2331.55,2340.46,42907,0
2019-03-24 00:00:00+00:00,2340.37,2355.83,2132.8,2133.52,42907,0
2019-03-25 00:00:00+00:00,2134.44,2166.8,1993.55,2007.82,42877,0
2019-03-26 00:00:00+00:00,2007.63,2051.19,1893.11,1894.5,42842,0
2019-03-27 00:00:00+00:00,1893.45,2038.89,1871.59,2037.14,42819,0
2019-03-28 00:00:00+00:00,2037.23,2114.2,1932.42,1948.27,42882,0
2019-03-29 00:00:00+00:00,1948.77,1971.13,1848.73,1940.28,42862,0
2019-03-30 00:00:00+00:00,1940.24,1996.86,1876.02,1971.01,42819,0
2019-03-31 00:00:00+00:00,1970.72,2019.83,1912.85,1997.26,42820,0
2019-04-01 00:00:00+00:00,1996.94,1999.05,1848.65,1900.44,42851,0
2019-04-02 00:00:00+00:00,1900.36,1914.32,1828.24,1863.43,42414,0
2019-04-03 00:00:00+00:00,1863.36,1878.08,1754.34,1839.3,42815,0
2019-04-04 00:00:00+00:00,1839.16,1902.73,1764.76,1894.88,42855,0
2019-04-05 00:00:00+00:00,1895.11,1915.95,1804.8,1861.41,42828,0
2019-04-06 00:00:00+00:00,1861.86,1910.66,1770.15,1846.28,42858,0
2019-04-07 00:00:00+00:00,1845.35,1959.6,1783.42,1957.48,42826,0
2019-04-08 00:00:00+00:00,1957.08,1981.05,1844.32,1953.14,42846,0
2019-04-09 00:00:00+00:00,1953.25,2070.26,1871.13,1874.41,42860,0
2019-04-10 00:00:00+00:00,1874.5,1902.31,1771.72,1772.09,42867,0
2019-04-11 00:00:00+00:00,1772.21,1811.8,1721.66,1737.42,42842,0
2019-04-12 00:00:00+00:00,1737.83,1749.32,1671.36,1698.54,42827,0
2019-04-13 00:00:00+00:00,1699.59,1728.68,1632.41,1692.98,42811,0
2019-04-14 00:00:00+00:00,1693.77,1796.61,1680.08,1704.3,42836,0
2019-04-15 00:00:00+00:00,1704.43,1792.0,1643.9,1686.73,42845,0
2019-04-16 00:00:00+00:00,1687.44,1992.84,1663.28,1986.31,42811,0
2019-04-17 00:00:00+00:00,1986.67,2024.38,1895.69,1992.77,42885,0
2019-04-18 00:00:00+00:00,1991.84,2036.85,1928.88,2028.52,42888,0
2019-04-19 00:00:00+00:00,2028.97,2330.86,2026.1,2318.91,42921,0
2019-04-20 00:00:00+00:00,2318.94,2479.53,2247.45,2298.62,42918,0
2019-04-21 00:00:00+00:00,2297.74,2350.52,2237.14,2320.63,42913,0
2019-04-22 00:00:00+00:00,2321.13,2336.59,2190.06,2246.9,42926,0
2019-04-23 00:00:00+00:00,2247.03,2256.74,2091.89,2215.08,42870,0
2019-04-24 00:00:00+00:00,2214.61,2413.45,2188.85,2378.16,42933,0
2019-04-25 00:00:00+00:00,2377.63,2416.5,2285.9,2313.4,42923,0
2019-04-26 00:00:00+00:00,2312.66,2498.38,2307.59,2495.77,42898,0
2019-04-27 00:00:00+00:00,2496.15,2507.29,2311.75,2351.83,42896,0
2019-04-28 00:00:00+00:00,2351.99,2504.8,2334.55,2410.96,42912,0
2019-04-29 00:00:00+00:00,2410.87,2423.44,2312.08,2386.85,42910,0
2019-04-30 00:00:00+00:00,2387.51,2490.63,2321.37,2435.06,42939,0
2019-05-01 00:00:00+00:00,2432.76,2630.64,2429.31,2508.82,42949,0
2019-05-02 00:00:00+00:00,2508.51,2665.46,2488.12,2515.02,42968,0
2019-05-03 00:00:00+00:00,2514.16,2517.33,2315.5,2451.43,42937,0
2019-05-04 00:00:00+00:00,2450.87,2559.62,2382.19,2469.38,42948,0
2019-05-05 00:00:00+00:00,2470.43,2479.93,2362.53,2437.53,42901,0
2019-05-06 00:00:00+00:00,2437.61,2529.8,2324.98,2491.49,42942,0
2019-05-07 00:00:00+00:00,2491.97,2506.38,2320.21,2338.46,42939,0
2019-05-08 00:00:00+00:00,2338.03,2402.92,2266.85,2365.64,42894,0
2019-05-09 00:00:00+00:00,2365.27,2471.14,2306.98,2371.91,42914,0
2019-05-10 00:00:00+00:00,2372.4,2426.26,2288.18,2315.84,42918,0
2019-05-11 00:00:00+00:00,2315.46,2345.98,2154.01,2193.76,42919,0
2019-05-12 00:00:00+00:00,2192.15,2442.95,2182.82,2375.41,42913,0
2019-05-13 00:00:00+00:00,2375.51,2558.47,2364.82,2410.75,42934,0
2019-05-14 00:00:00+00:00,2410.82,2594.13,2368.23,2583.47,42917,0
2019-05-15 00:00:00+00:00,2584.01,2620.2,2394.0,2484.11,42915,0
2019-05-16 00:00:00+00:00,2485.11,2522.37,2352.61,2410.23,42948,0
2019-05-17 00:00:00+00:00,2409.17,2486.25,2260.4,2479.07,42928,0
2019-05-18 00:00:00+00:00,2478.75,2715.0,2465.29,2677.96,42956,0
2019-05-19 00:00:00+00:00,2679.78,2690.2,2525.94,2538.24,42937,0
2019-05-20 00:00:00+00:00,2537.4,2672.95,2525.36,2528.53,42939,0
2019-05-21 00:00:00+00:00,2528.79,2625.41,2331.12,2599.49,42916,0
2019-05-22 00:00:00+00:00,2599.46,2850.76,2586.06,2753.64,42964,0
2019-05-23 00:00:00+00:00,2753.87,2820.71,2640.99,2738.91,42956,0
2019-05-24 00:00:00+00:00,2739.22,2951.27,2734.98,2889.71,42957,0
2019-05-25 00:00:00+00:00,2888.36,2938.36,2759.43,2802.64,42983,0
2019-05-26 00:00:00+00:00,2802.13,2896.81,2756.67,2763.29,42964,0
2019-05-27 00:00:00+00:00,2763.56,2820.19,2649.09,2792.02,42940,0
2019-05-28 00:00:00+00:00,2793.01,2944.34,2769.26,2873.58,42972,0
2019-05-29 00:00:00+00:00,2874.3,3144.87,2843.37,3064.52,42973,0
2019-05-30 00:00:00+00:00,3063.6,3148.83,2914.76,3039.93,42977,0
2019-05-31 00:00:00+00:00,3039.73,3067.09,2704.63,2922.06,42972,0
2019-06-01 00:00:00+00:00,2921.97,3083.39,2895.04,2936.58,42965,0
2019-06-02 00:00:00+00:00,2936.51,2937.14,2587.68,2619.17,42948,0
2019-06-03 00:00:00+00:00,2619.29,2718.01,2472.61,2655.83,42944,0
2019-06-04 00:00:00+00:00,2656.89,2714.27,2528.82,2561.03,42926,0
2019-06-05 00:00:00+00:00,2560.87,2718.73,2530.18,2584.63,42955,0
2019-06-06 00:00:00+00:00,2584.33,2589.86,2352.25,2390.84,42929,0
2019-06-07 00:00:00+00:00,2390.46,2429.39,2271.54,2387.94,42952,0
2019-06-08 00:00:00+00:00,2387.55,2517.33,2342.66,2479.5,42941,0
2019-06-09 00:00:00+00:00,2480.24,2588.33,2441.93,2487.65,42948,0
2019-06-10 00:00:00+00:00,2487.49,2699.35,2476.4,2693.84,42960,0
2019-06-11 00:00:00+00:00,2692.78,2813.6,2571.48,2792.47,42936,0
2019-06-12 00:00:00+00:00,2792.92,2827.03,2463.95,2473.29,42969,0
2019-06-13 00:00:00+00:00,2474.0,2636.46,2449.17,2630.38,42968,0
2019-06-14 00:00:00+00:00,2630.8,2721.51,2539.76,2642.16,42959,0
2019-06-15 00:00:00+00:00,2641.96,2688.52,2537.66,2626.81,42982,0
