datetime,open,high,low,close,volume,volume
2025-07-25 02:30:00+00:00,1033.33,1037.13,1027.16,1027.16,446,0
2025-07-25 02:45:00+00:00,1027.49,1047.08,1027.14,1043.74,445,0
2025-07-25 03:00:00+00:00,1043.54,1050.5,1043.39,1046.06,447,0
2025-07-25 03:15:00+00:00,1045.76,1050.07,1041.71,1043.01,443,0
2025-07-25 03:30:00+00:00,1042.82,1049.12,1038.25,1047.78,442,0
2025-07-25 03:45:00+00:00,1047.83,1053.38,1046.08,1046.54,444,0
2025-07-25 04:00:00+00:00,1046.93,1052.59,1045.91,1049.75,447,0
2025-07-25 04:15:00+00:00,1049.77,1055.7,1049.05,1054.24,442,0
2025-07-25 04:30:00+00:00,1053.93,1066.64,1053.65,1059.79,442,0
2025-07-25 04:45:00+00:00,1060.14,1063.61,1055.97,1061.09,443,0
2025-07-25 05:00:00+00:00,1060.98,1061.56,1056.55,1057.74,442,0
2025-07-25 05:15:00+00:00,1058.36,1060.73,1053.65,1055.27,440,0
2025-07-25 05:30:00+00:00,1055.28,1058.72,1052.87,1055.49,443,0
2025-07-25 05:45:00+00:00,1055.45,1060.4,1053.21,1055.66,439,0
2025-07-25 06:00:00+00:00,1055.6,1056.12,1045.07,1046.38,445,0
2025-07-25 06:15:00+00:00,1046.69,1047.62,1036.42,1038.45,448,0
2025-07-25 06:30:00+00:00,1038.77,1039.49,1034.36,1035.54,443,0
2025-07-25 06:45:00+00:00,1035.59,1042.93,1035.29,1038.02,445,0
2025-07-25 07:00:00+00:00,1038.26,1038.95,1027.33,1032.38,437,0
2025-07-25 07:15:00+00:00,1032.85,1034.02,1022.95,1024.44,445,0
2025-07-25 07:30:00+00:00,1024.42,1027.54,1013.45,1015.46,438,0
2025-07-25 07:45:00+00:00,1015.25,1019.74,1014.52,1019.22,447,0
2025-07-25 08:00:00+00:00,1019.37,1020.01,1010.19,1013.11,444,0
2025-07-25 08:15:00+00:00,1013.35,1018.69,1008.7,1018.09,443,0
2025-07-25 08:30:00+00:00,1018.08,1020.07,1014.34,1017.46,440,0
2025-07-25 08:45:00+00:00,1017.16,1019.66,1014.99,1015.09,438,0
2025-07-25 09:00:00+00:00,1015.4,1016.53,1008.85,1008.9,445,0
