open_time,close_time,symbol,side,qty,entry_price,exit_price,pnl,strategy,tag,rrr,starting_cash,run
2025-10-09 16:29:00+00:00,2025-10-09 17:29:00+00:00,VIX100,long,0.0363931642905079,1114.91148,1101.719817,-0.484095865854236,multi,,0.0,15.0,ml_generated_M1
2025-10-09 17:29:00+00:00,2025-10-09 17:50:00+00:00,VIX100,short,0.0370978131446921,1101.719817,1098.429832,0.1179763143128265,multi,,0.0,15.0,ml_generated_M1
2025-10-09 17:50:00+00:00,2025-10-09 18:13:00+00:00,VIX100,long,0.0366318307122294,1098.429832,1101.419847,0.105495020769182,multi,,0.0,15.0,ml_generated_M1
2025-10-09 18:13:00+00:00,2025-10-09 18:33:00+00:00,VIX100,short,0.036661956438569,1101.419847,1094.30942,0.2566702125049837,multi,,0.0,15.0,ml_generated_M1
2025-10-09 18:33:00+00:00,2025-10-09 19:00:00+00:00,VIX100,long,0.037029804623705,1094.30942,1096.870302,0.0907672708263023,multi,,0.0,15.0,ml_generated_M1
2025-10-09 19:00:00+00:00,2025-10-09 19:11:00+00:00,VIX100,short,0.0372378499816449,1096.870302,1091.799169,0.1847724645244353,multi,,0.0,15.0,ml_generated_M1
2025-10-09 19:11:00+00:00,2025-10-09 19:55:00+00:00,VIX100,long,0.0375218191224024,1091.799169,1088.19117,-0.1394617770969446,multi,,0.0,15.0,ml_generated_M1
2025-10-09 19:55:00+00:00,2025-10-09 20:10:00+00:00,VIX100,short,0.0378542363963938,1088.19117,1081.648154,0.2435863779174664,multi,,0.0,15.0,ml_generated_M1
2025-10-09 20:10:00+00:00,2025-10-09 20:37:00+00:00,VIX100,long,0.0379185829487336,1081.648154,1076.9822909999998,-0.1810066774264937,multi,,0.0,15.0,ml_generated_M1
2025-10-09 20:37:00+00:00,2025-10-09 21:09:00+00:00,VIX100,short,0.0383633086431174,1076.9822909999998,1072.127202,0.1821442431213003,multi,,0.0,15.0,ml_generated_M1
2025-10-09 21:09:00+00:00,2025-10-09 21:46:00+00:00,VIX100,long,0.0383211881401838,1072.127202,1069.233066,-0.1150041583080639,multi,,0.0,15.0,ml_generated_M1
2025-10-09 21:46:00+00:00,2025-10-09 22:04:00+00:00,VIX100,short,0.0386327712725973,1069.233066,1064.886478,0.163806788446635,multi,,0.0,15.0,ml_generated_M1
2025-10-09 22:04:00+00:00,2025-10-09 22:14:00+00:00,VIX100,long,0.0386535028929034,1064.886478,1070.532936,0.214117395843802,multi,,0.0,15.0,ml_generated_M1
2025-10-09 22:14:00+00:00,2025-10-09 23:38:00+00:00,VIX100,short,0.0386347343996827,1070.532936,1087.458735,-0.6581251168071451,multi,,0.0,15.0,ml_generated_M1
2025-10-09 23:38:00+00:00,2025-10-10 00:01:00+00:00,VIX100,long,0.0382891942129672,1087.458735,1089.441045,0.0717296706047526,multi,,0.0,15.0,ml_generated_M1
2025-10-10 00:01:00+00:00,2025-10-10 00:17:00+00:00,VIX100,short,0.0374251116622522,1089.441045,1085.168506,0.1558389939053886,multi,,0.0,15.0,ml_generated_M1
2025-10-10 00:17:00+00:00,2025-10-10 00:31:00+00:00,VIX100,long,0.0376614381279459,1085.168506,1094.0405850000002,0.3300149401446129,multi,,0.0,15.0,ml_generated_M1
2025-10-10 00:31:00+00:00,2025-10-10 01:17:00+00:00,VIX100,short,0.037529128584079,1094.0405850000002,1096.729662,-0.105034647356198,multi,,0.0,15.0,ml_generated_M1
2025-10-10 01:17:00+00:00,2025-10-10 02:21:00+00:00,VIX100,long,0.0378286352259016,1096.729662,1094.510538,-0.0880868163063332,multi,,0.0,15.0,ml_generated_M1
2025-10-10 02:21:00+00:00,2025-10-10 02:35:00+00:00,VIX100,short,0.037769297352956,1094.510538,1088.748864,0.2135022505980793,multi,,0.0,15.0,ml_generated_M1
2025-10-10 02:35:00+00:00,2025-10-10 03:47:00+00:00,VIX100,long,0.0378673299285302,1088.748864,1080.811908,-0.3046440775913201,multi,,0.0,15.0,ml_generated_M1
2025-10-10 03:47:00+00:00,2025-10-10 04:10:00+00:00,VIX100,short,0.038387568128434,1080.811908,1075.0074900000002,0.2186907990948116,multi,,0.0,15.0,ml_generated_M1
2025-10-10 04:10:00+00:00,2025-10-10 05:37:00+00:00,VIX100,long,0.0382315309507126,1075.0074900000002,1057.19427,-0.685068487307304,multi,,0.0,15.0,ml_generated_M1
2025-10-10 05:37:00+00:00,2025-10-10 05:47:00+00:00,VIX100,short,0.0391304447334541,1057.19427,1053.0152910000002,0.1594048111369619,multi,,0.0,15.0,ml_generated_M1
2025-10-10 05:47:00+00:00,2025-10-10 06:01:00+00:00,VIX100,long,0.038440528085447,1053.0152910000002,1057.824207,0.1807909384446889,multi,,0.0,15.0,ml_generated_M1
2025-10-10 06:01:00+00:00,2025-10-10 06:13:00+00:00,VIX100,short,0.0384511413213009,1057.824207,1052.2252119999998,0.2112418219694234,multi,,0.0,15.0,ml_generated_M1
2025-10-10 06:13:00+00:00,2025-10-10 06:30:00+00:00,VIX100,long,0.0388830743859418,1052.2252119999998,1051.904799,-0.0165487717678641,multi,,0.0,15.0,ml_generated_M1
2025-10-10 06:30:00+00:00,2025-10-10 06:54:00+00:00,VIX100,short,0.0391430059868884,1051.904799,1048.084798,0.1454238030606247,multi,,0.0,15.0,ml_generated_M1
2025-10-10 06:54:00+00:00,2025-10-10 07:06:00+00:00,VIX100,long,0.0392679811199408,1048.084798,1053.474642,0.2075115101961796,multi,,0.0,15.0,ml_generated_M1
2025-10-10 07:06:00+00:00,2025-10-10 07:35:00+00:00,VIX100,short,0.0392327013387598,1053.474642,1056.9056799999998,-0.1387554156246014,multi,,0.0,15.0,ml_generated_M1
2025-10-10 07:35:00+00:00,2025-10-10 07:49:00+00:00,VIX100,long,0.0393606891619883,1056.9056799999998,1060.573932,0.1402104346527727,multi,,0.0,15.0,ml_generated_M1
2025-10-10 07:49:00+00:00,2025-10-10 08:17:00+00:00,VIX100,short,0.0390435663805937,1060.573932,1063.2863180000002,-0.11005267183464,multi,,0.0,15.0,ml_generated_M1
2025-10-10 08:17:00+00:00,2025-10-10 09:04:00+00:00,VIX100,long,0.0391162341551128,1063.2863180000002,1055.184471,-0.3210412286253515,multi,,0.0,15.0,ml_generated_M1
2025-10-10 09:04:00+00:00,2025-10-10 10:56:00+00:00,VIX100,short,0.0392696508794066,1055.184471,1079.70796,-0.9672688268390568,multi,,0.0,15.0,ml_generated_M1
2025-10-10 10:56:00+00:00,2025-10-10 11:06:00+00:00,VIX100,long,0.0379957673730815,1079.70796,1081.551834,0.0659499683806194,multi,,0.0,15.0,ml_generated_M1
2025-10-10 11:06:00+00:00,2025-10-10 11:37:00+00:00,VIX100,short,0.03673725242989,1081.551834,1082.648254,-0.0442568105291723,multi,,0.0,15.0,ml_generated_M1
2025-10-10 11:37:00+00:00,2025-10-10 12:21:00+00:00,VIX100,long,0.036784148003329,1082.648254,1076.472342,-0.2311353728584951,multi,,0.0,15.0,ml_generated_M1
2025-10-10 12:21:00+00:00,2025-10-10 13:58:00+00:00,VIX100,short,0.0369277246973659,1076.472342,1073.677357,0.0992475904279582,multi,,0.0,15.0,ml_generated_M1
2025-10-10 13:58:00+00:00,2025-10-10 14:21:00+00:00,VIX100,long,0.0367362921798189,1073.677357,1070.602929,-0.1168760834946439,multi,,0.0,15.0,ml_generated_M1
2025-10-10 14:21:00+00:00,2025-10-10 15:17:00+00:00,VIX100,short,0.0369545908355992,1070.602929,1068.436833,0.0760988267909138,multi,,0.0,15.0,ml_generated_M1
2025-10-10 15:17:00+00:00,2025-10-10 15:53:00+00:00,VIX100,long,0.0368841490894488,1068.436833,1074.09258,0.2046457164745448,multi,,0.0,15.0,ml_generated_M1
2025-10-10 15:53:00+00:00,2025-10-10 16:47:00+00:00,VIX100,short,0.0367734007060336,1074.09258,1075.687558,-0.0626084340717857,multi,,0.0,15.0,ml_generated_M1
2025-10-10 16:47:00+00:00,2025-10-10 17:04:00+00:00,VIX100,long,0.0369772887034123,1075.687558,1074.572532,-0.0452041161886525,multi,,0.0,15.0,ml_generated_M1
2025-10-10 17:04:00+00:00,2025-10-10 17:42:00+00:00,VIX100,short,0.036925076734162,1074.572532,1077.557745,-0.114208109334777,multi,,0.0,15.0,ml_generated_M1
2025-10-10 17:42:00+00:00,2025-10-10 18:17:00+00:00,VIX100,long,0.0367687589830522,1077.557745,1074.632526,-0.1115079628180281,multi,,0.0,15.0,ml_generated_M1
2025-10-10 18:17:00+00:00,2025-10-10 18:31:00+00:00,VIX100,short,0.0367131522238957,1074.632526,1064.586448,0.3649147584350409,multi,,0.0,15.0,ml_generated_M1
2025-10-10 18:31:00+00:00,2025-10-10 18:49:00+00:00,VIX100,long,0.0369201183592383,1064.586448,1067.703219,0.1111295812968386,multi,,0.0,15.0,ml_generated_M1
2025-10-10 18:49:00+00:00,2025-10-10 19:28:00+00:00,VIX100,short,0.037260924949904,1067.703219,1070.817071,-0.1200149691288675,multi,,0.0,15.0,ml_generated_M1
2025-10-10 19:28:00+00:00,2025-10-10 19:39:00+00:00,VIX100,long,0.0372939086858138,1070.817071,1075.212468,0.159911646795956,multi,,0.0,15.0,ml_generated_M1
2025-10-10 19:39:00+00:00,2025-10-10 19:46:00+00:00,VIX100,short,0.0369796763121232,1075.212468,1069.576947,0.2044444815010733,multi,,0.0,15.0,ml_generated_M1
2025-10-10 19:46:00+00:00,2025-10-10 20:15:00+00:00,VIX100,long,0.0373770010063641,1069.576947,1075.502439,0.2174572148727119,multi,,0.0,15.0,ml_generated_M1
2025-10-10 20:15:00+00:00,2025-10-10 21:19:00+00:00,VIX100,short,0.037411451641037,1075.502439,1077.887778,-0.0932715292940968,multi,,0.0,15.0,ml_generated_M1
2025-10-10 21:19:00+00:00,2025-10-10 22:16:00+00:00,VIX100,long,0.0375976767648539,1077.887778,1078.032186,0.0013762547391295,multi,,0.0,15.0,ml_generated_M1
2025-10-10 22:16:00+00:00,2025-10-10 22:42:00+00:00,VIX100,short,0.0374661242031878,1078.032186,1075.2175109999998,0.1014265398603624,multi,,0.0,15.0,ml_generated_M1
2025-10-10 22:42:00+00:00,2025-10-10 22:59:00+00:00,VIX100,long,0.0375684453827968,1075.2175109999998,1080.041985,0.1771904381372722,multi,,0.0,15.0,ml_generated_M1
2025-10-10 22:59:00+00:00,2025-10-10 23:07:00+00:00,VIX100,short,0.037512014311929,1080.041985,1073.027292,0.2591101226963321,multi,,0.0,15.0,ml_generated_M1
