open_time,close_time,symbol,side,qty,entry_price,exit_price,pnl,strategy,tag,rrr,starting_cash,run
2025-10-09 15:17:00+00:00,2025-10-09 15:21:00+00:00,VIX100,short,0.0536773454763417,1117.678221,1120.642053,-0.165105943261264,multi,,0.0,15.0,momentum_M1
2025-10-09 15:21:00+00:00,2025-10-09 15:29:00+00:00,VIX100,long,0.0535353805788332,1120.642053,1117.428246,-0.1780345754938378,multi,,0.0,15.0,momentum_M1
2025-10-09 15:29:00+00:00,2025-10-09 15:36:00+00:00,VIX100,short,0.0533714576293826,1117.428246,1121.7921680000002,-0.2388960464372817,multi,,0.0,15.0,momentum_M1
2025-10-09 15:36:00+00:00,2025-10-09 16:35:00+00:00,VIX100,long,0.0528434080770556,1121.7921680000002,1112.08878,-0.5186367479359576,multi,,0.0,15.0,momentum_M1
2025-10-09 16:35:00+00:00,2025-10-09 23:04:00+00:00,VIX100,short,0.0528462990352379,1112.08878,1083.148304,1.5236730110008585,multi,,0.0,15.0,momentum_M1
2025-10-09 23:04:00+00:00,2025-10-10 02:42:00+00:00,VIX100,long,0.053271196556292,1083.148304,1084.981491,0.0918762387747368,multi,,0.0,15.0,momentum_M1
2025-10-10 02:42:00+00:00,2025-10-10 08:08:00+00:00,VIX100,short,0.0560045558239999,1084.981491,1067.2167109999998,0.988931713424338,multi,,0.0,15.0,momentum_M1
2025-10-10 08:08:00+00:00,2025-10-10 08:36:00+00:00,VIX100,long,0.0571067400807372,1067.2167109999998,1052.354754,-0.8547275704310251,multi,,0.0,15.0,momentum_M1
2025-10-10 08:36:00+00:00,2025-10-10 09:25:00+00:00,VIX100,short,0.0597122544999582,1052.354754,1066.4966390000002,-0.850812128102287,multi,,0.0,15.0,momentum_M1
2025-10-10 09:25:00+00:00,2025-10-10 14:05:00+00:00,VIX100,long,0.0573698173530624,1066.4966390000002,1066.09338,-0.0292510534251788,multi,,0.0,15.0,momentum_M1
2025-10-10 14:05:00+00:00,2025-10-10 16:09:00+00:00,VIX100,short,0.0557812873535424,1066.09338,1075.287518,-0.5188589459490516,multi,,0.0,15.0,momentum_M1
2025-10-10 16:09:00+00:00,2025-10-10 17:57:00+00:00,VIX100,long,0.0552493050663217,1075.287518,1068.303159,-0.3917832817972028,multi,,0.0,15.0,momentum_M1
2025-10-10 17:57:00+00:00,2025-10-10 19:53:00+00:00,VIX100,short,0.054598109291294,1068.303159,1075.867576,-0.4188768996406664,multi,,0.0,15.0,momentum_M1
2025-10-10 19:53:00+00:00,2025-10-10 20:01:00+00:00,VIX100,long,0.0534593162661432,1075.867576,1067.933196,-0.4298756276433772,multi,,0.0,15.0,momentum_M1
2025-10-10 20:01:00+00:00,2025-10-10 20:27:00+00:00,VIX100,short,0.0530096485705828,1067.933196,1076.387628,-0.4538723621724904,multi,,0.0,15.0,momentum_M1
2025-10-10 20:27:00+00:00,2025-10-10 22:09:00+00:00,VIX100,long,0.0517389921509281,1076.387628,1074.972492,-0.0787795097291049,multi,,0.0,15.0,momentum_M1
2025-10-10 22:09:00+00:00,2025-10-10 22:17:00+00:00,VIX100,short,0.0508674754474544,1074.972492,1077.787768,-0.148688417090452,multi,,0.0,15.0,momentum_M1
2025-10-10 22:17:00+00:00,2025-10-10 23:13:00+00:00,VIX100,long,0.0505729210855255,1077.787768,1072.472742,-0.274220198400282,multi,,0.0,15.0,momentum_M1
2025-10-10 23:13:00+00:00,2025-10-10 23:26:00+00:00,VIX100,short,0.0504959838228996,1072.472742,1081.098099,-0.4410049987505473,multi,,0.0,15.0,momentum_M1
2025-10-10 23:26:00+00:00,2025-10-11 02:26:00+00:00,VIX100,long,0.0495266669655618,1081.098099,1077.702219,-0.1735241177038599,multi,,0.0,15.0,momentum_M1
2025-10-11 02:26:00+00:00,2025-10-11 08:20:00+00:00,VIX100,short,0.0487357071487527,1077.702219,1070.437033,0.3488571267010756,multi,,0.0,15.0,momentum_M1
2025-10-11 08:20:00+00:00,2025-10-11 11:30:00+00:00,VIX100,long,0.0486932227446317,1070.437033,1069.3130580000002,-0.0599367949260788,multi,,0.0,15.0,momentum_M1
2025-10-11 11:30:00+00:00,2025-10-11 15:14:00+00:00,VIX100,short,0.049468996543395,1069.3130580000002,1064.546444,0.2305334070538522,multi,,0.0,15.0,momentum_M1
2025-10-11 15:14:00+00:00,2025-10-11 15:20:00+00:00,VIX100,long,0.0495612468388899,1064.546444,1060.2939600000002,-0.2160133582697577,multi,,0.0,15.0,momentum_M1
2025-10-11 15:20:00+00:00,2025-10-11 19:19:00+00:00,VIX100,short,0.0502309456068141,1060.2939600000002,1055.435533,0.2387418298867323,multi,,0.0,15.0,momentum_M1
2025-10-11 19:19:00+00:00,2025-10-11 20:03:00+00:00,VIX100,long,0.0499975222257664,1055.435533,1046.735316,-0.4402227100491038,multi,,0.0,15.0,momentum_M1
2025-10-11 20:03:00+00:00,2025-10-11 20:10:00+00:00,VIX100,short,0.0509076892089951,1046.735316,1053.355325,-0.3423717492839238,multi,,0.0,15.0,momentum_M1
2025-10-11 20:10:00+00:00,2025-10-11 20:21:00+00:00,VIX100,long,0.0496361883623481,1053.355325,1046.935296,-0.3238623564912882,multi,,0.0,15.0,momentum_M1
2025-10-11 20:21:00+00:00,2025-10-11 20:41:00+00:00,VIX100,short,0.0491626524887645,1046.935296,1054.865476,-0.3950546819952527,multi,,0.0,15.0,momentum_M1
2025-10-11 20:41:00+00:00,2025-10-11 22:04:00+00:00,VIX100,long,0.0480701491886796,1054.865476,1049.325057,-0.2713728891015326,multi,,0.0,15.0,momentum_M1
2025-10-11 22:04:00+00:00,2025-10-12 01:50:00+00:00,VIX100,short,0.0474033154588786,1049.325057,1048.034793,0.0561947590267876,multi,,0.0,15.0,momentum_M1
2025-10-12 01:50:00+00:00,2025-10-12 05:02:00+00:00,VIX100,long,0.0468307243389702,1048.034793,1048.945095,0.0377178161681473,multi,,0.0,15.0,momentum_M1
2025-10-12 05:02:00+00:00,2025-10-12 07:38:00+00:00,VIX100,short,0.0469001177541062,1048.945095,1055.545544,-0.3145123563608161,multi,,0.0,15.0,momentum_M1
2025-10-12 07:38:00+00:00,2025-10-12 10:19:00+00:00,VIX100,long,0.0466918995059441,1055.545544,1052.024787,-0.1693029355920861,multi,,0.0,15.0,momentum_M1
2025-10-12 10:19:00+00:00,2025-10-12 10:26:00+00:00,VIX100,short,0.0460935523464032,1052.024787,1059.325922,-0.3414180577944143,multi,,0.0,15.0,momentum_M1
2025-10-12 10:26:00+00:00,2025-10-12 12:57:00+00:00,VIX100,long,0.0453763654619694,1059.325922,1060.303959,0.0395684903528963,multi,,0.0,15.0,momentum_M1
2025-10-12 12:57:00+00:00,2025-10-12 14:41:00+00:00,VIX100,short,0.0445028053852269,1060.303959,1064.916481,-0.2100093459916196,multi,,0.0,15.0,momentum_M1
2025-10-12 14:41:00+00:00,2025-10-12 15:03:00+00:00,VIX100,long,0.0444020572522309,1064.916481,1056.764313,-0.3666652812186022,multi,,0.0,15.0,momentum_M1
2025-10-12 15:03:00+00:00,2025-10-12 15:45:00+00:00,VIX100,short,0.0442169366372277,1056.764313,1066.256615,-0.4244351761938834,multi,,0.0,15.0,momentum_M1
2025-10-12 15:45:00+00:00,2025-10-12 21:55:00+00:00,VIX100,long,0.0429283670274161,1066.256615,1083.151674,0.7206275004410658,multi,,0.0,15.0,momentum_M1
2025-10-12 21:55:00+00:00,2025-10-12 23:02:00+00:00,VIX100,short,0.0411988548578745,1083.151674,1091.039093,-0.3294475867079248,multi,,0.0,15.0,momentum_M1
2025-10-12 23:02:00+00:00,2025-10-12 23:39:00+00:00,VIX100,long,0.0426378185601004,1091.039093,1081.631826,-0.4057171856470045,multi,,0.0,15.0,momentum_M1
2025-10-12 23:39:00+00:00,2025-10-13 00:14:00+00:00,VIX100,short,0.0421957417290292,1081.631826,1094.2194109999998,-0.5357596256183368,multi,,0.0,15.0,momentum_M1
2025-10-13 00:14:00+00:00,2025-10-13 05:29:00+00:00,VIX100,long,0.0407208961245514,1094.2194109999998,1117.528236,0.94460556648892,multi,,0.0,15.0,momentum_M1
2025-10-13 05:29:00+00:00,2025-10-13 07:40:00+00:00,VIX100,short,0.0385397339710307,1117.528236,1119.101899,-0.0649615423274437,multi,,0.0,15.0,momentum_M1
2025-10-13 07:40:00+00:00,2025-10-13 09:03:00+00:00,VIX100,long,0.0407671233978951,1119.101899,1116.178371,-0.1237341648716647,multi,,0.0,15.0,momentum_M1
2025-10-13 09:03:00+00:00,2025-10-13 14:05:00+00:00,VIX100,short,0.0407015651624625,1116.178371,1091.7391630000002,0.9902704676626416,multi,,0.0,15.0,momentum_M1
2025-10-13 14:05:00+00:00,2025-10-13 14:40:00+00:00,VIX100,long,0.0413094896316932,1091.7391630000002,1073.59263,-0.7540589731764478,multi,,0.0,15.0,momentum_M1
2025-10-13 14:40:00+00:00,2025-10-13 16:51:00+00:00,VIX100,short,0.044375242548433,1073.59263,1079.617951,-0.272165911650687,multi,,0.0,15.0,momentum_M1
2025-10-13 16:51:00+00:00,2025-10-13 17:36:00+00:00,VIX100,long,0.0423290047025323,1079.617951,1071.802809,-0.3353440170831896,multi,,0.0,15.0,momentum_M1
2025-10-13 17:36:00+00:00,2025-10-13 18:07:00+00:00,VIX100,short,0.0419456541197315,1071.802809,1078.737863,-0.2954202129143877,multi,,0.0,15.0,momentum_M1
2025-10-13 18:07:00+00:00,2025-10-13 18:37:00+00:00,VIX100,long,0.0408347833854563,1078.737863,1074.002589,-0.1977495543685117,multi,,0.0,15.0,momentum_M1
2025-10-13 18:37:00+00:00,2025-10-13 19:36:00+00:00,VIX100,short,0.0402389381092214,1074.002589,1088.058795,-0.5699850363355949,multi,,0.0,15.0,momentum_M1
2025-10-13 19:36:00+00:00,2025-10-13 22:48:00+00:00,VIX100,long,0.039207979070261,1088.058795,1076.812308,-0.4451739903534343,multi,,0.0,15.0,momentum_M1
2025-10-13 22:48:00+00:00,2025-10-13 23:07:00+00:00,VIX100,short,0.0380799325874817,1076.812308,1090.2290119999998,-0.5150587685943749,multi,,0.0,15.0,momentum_M1
2025-10-13 23:07:00+00:00,2025-10-14 00:57:00+00:00,VIX100,long,0.0363928785364918,1090.2290119999998,1084.911498,-0.1974679463550451,multi,,0.0,15.0,momentum_M1
2025-10-14 00:57:00+00:00,2025-10-14 01:19:00+00:00,VIX100,short,0.0350872052885412,1084.911498,1090.929082,-0.2149679704145768,multi,,0.0,15.0,momentum_M1
2025-10-14 01:19:00+00:00,2025-10-14 03:15:00+00:00,VIX100,long,0.0343141061298483,1090.929082,1085.941395,-0.1748743318883411,multi,,0.0,15.0,momentum_M1
2025-10-14 03:15:00+00:00,2025-10-14 07:23:00+00:00,VIX100,short,0.033813032607433,1085.941395,1081.1081,0.1597728070926014,multi,,0.0,15.0,momentum_M1
2025-10-14 07:23:00+00:00,2025-10-14 07:33:00+00:00,VIX100,long,0.0334269118614489,1081.1081,1073.352654,-0.2628284963443739,multi,,0.0,15.0,momentum_M1
2025-10-14 07:33:00+00:00,2025-10-14 07:36:00+00:00,VIX100,short,0.034141388992446,1073.352654,1079.697959,-0.220323765081964,multi,,0.0,15.0,momentum_M1
2025-10-14 07:36:00+00:00,2025-10-14 09:23:00+00:00,VIX100,long,0.0331294320229629,1079.697959,1072.532736,-0.2409330083448334,multi,,0.0,15.0,momentum_M1
2025-10-14 09:23:00+00:00,2025-10-14 12:30:00+00:00,VIX100,short,0.0326362338010087,1072.532736,1082.848274,-0.3401943188953126,multi,,0.0,15.0,momentum_M1
2025-10-14 12:30:00+00:00,2025-10-14 13:22:00+00:00,VIX100,long,0.031548445250807,1082.848274,1071.832806,-0.3509023549698226,multi,,0.0,15.0,momentum_M1
2025-10-14 13:22:00+00:00,2025-10-14 14:12:00+00:00,VIX100,short,0.0307195738279677,1071.832806,1085.278517,-0.4163804410867027,multi,,0.0,15.0,momentum_M1
2025-10-14 14:12:00+00:00,2025-10-14 15:19:00+00:00,VIX100,long,0.0291313461026903,1085.278517,1076.332356,-0.2637492134198016,multi,,0.0,15.0,momentum_M1
2025-10-14 15:19:00+00:00,2025-10-14 18:48:00+00:00,VIX100,short,0.0278488540276984,1076.332356,1060.286018,0.4439193495868251,multi,,0.0,15.0,momentum_M1
2025-10-14 18:48:00+00:00,2025-10-14 19:03:00+00:00,VIX100,long,0.0272501944839546,1060.286018,1056.604329,-0.1032060086252203,multi,,0.0,15.0,momentum_M1
2025-10-14 19:03:00+00:00,2025-10-14 19:04:00+00:00,VIX100,short,0.0290215289879757,1056.604329,1057.7057599999998,-0.0350348355322087,multi,,0.0,15.0,momentum_M1
2025-10-14 19:04:00+00:00,2025-10-14 19:05:00+00:00,VIX100,long,0.0286012123173203,1057.7057599999998,1054.044585,-0.1077287388026081,multi,,0.0,15.0,momentum_M1
2025-10-14 19:05:00+00:00,2025-10-14 19:24:00+00:00,VIX100,short,0.0285512259292595,1054.044585,1059.935983,-0.1712328825092995,multi,,0.0,15.0,momentum_M1
2025-10-14 19:24:00+00:00,2025-10-14 22:32:00+00:00,VIX100,long,0.027978512469584,1059.935983,1063.09368,0.0853732869114494,multi,,0.0,15.0,momentum_M1
2025-10-14 22:32:00+00:00,2025-10-14 23:04:00+00:00,VIX100,short,0.0272186995462746,1063.09368,1071.977187,-0.2447152904475694,multi,,0.0,15.0,momentum_M1
2025-10-14 23:04:00+00:00,2025-10-14 23:20:00+00:00,VIX100,long,0.0273157560335424,1071.977187,1063.223667,-0.24201329258442,multi,,0.0,15.0,momentum_M1
2025-10-14 23:20:00+00:00,2025-10-14 23:30:00+00:00,VIX100,short,0.0265634756345257,1063.223667,1071.767166,-0.2297920136200902,multi,,0.0,15.0,momentum_M1
2025-10-14 23:30:00+00:00,2025-10-14 23:48:00+00:00,VIX100,long,0.0253678157354834,1071.767166,1062.243765,-0.2442825621527913,multi,,0.0,15.0,momentum_M1
2025-10-14 23:48:00+00:00,2025-10-14 23:57:00+00:00,VIX100,short,0.0246050818950302,1062.243765,1072.117201,-0.245574654518509,multi,,0.0,15.0,momentum_M1
2025-10-14 23:57:00+00:00,2025-10-15 06:13:00+00:00,VIX100,long,0.0233020726138179,1072.117201,1081.411848,0.2140646255730494,multi,,0.0,15.0,momentum_M1
2025-10-15 06:13:00+00:00,2025-10-15 12:35:00+00:00,VIX100,short,0.0219676803910504,1081.411848,1054.585448,0.5869971016358022,multi,,0.0,15.0,momentum_M1
2025-10-15 12:35:00+00:00,2025-10-15 13:03:00+00:00,VIX100,long,0.0235231175021563,1054.585448,1043.875602,-0.2543844867323468,multi,,0.0,15.0,momentum_M1
2025-10-15 13:03:00+00:00,2025-10-15 14:08:00+00:00,VIX100,short,0.0263293929247869,1043.875602,1054.335423,-0.278176738194605,multi,,0.0,15.0,momentum_M1
2025-10-15 14:08:00+00:00,2025-10-15 15:38:00+00:00,VIX100,long,0.0249859142300794,1054.335423,1045.765413,-0.2167424753023268,multi,,0.0,15.0,momentum_M1
2025-10-15 15:38:00+00:00,2025-10-15 22:18:00+00:00,VIX100,short,0.0239312253258714,1045.765413,1021.322122,0.5825137556436522,multi,,0.0,15.0,momentum_M1
2025-10-15 22:18:00+00:00,2025-10-15 23:03:00+00:00,VIX100,long,0.0234569822609966,1021.322122,1007.989191,-0.3151147644113498,multi,,0.0,15.0,momentum_M1
2025-10-15 23:03:00+00:00,2025-10-15 23:30:00+00:00,VIX100,short,0.0264888486811139,1007.989191,1019.751965,-0.3142835461054545,multi,,0.0,15.0,momentum_M1
2025-10-15 23:30:00+00:00,2025-10-16 03:27:00+00:00,VIX100,long,0.0247483830214963,1019.751965,1019.208069,-0.0159829216988814,multi,,0.0,15.0,momentum_M1
2025-10-16 03:27:00+00:00,2025-10-16 03:51:00+00:00,VIX100,short,0.0232316786328046,1019.208069,1028.782868,-0.2248286886389323,multi,,0.0,15.0,momentum_M1
2025-10-16 03:51:00+00:00,2025-10-16 04:07:00+00:00,VIX100,long,0.0229294889240536,1028.782868,1021.487841,-0.1696134602107986,multi,,0.0,15.0,momentum_M1
2025-10-16 04:07:00+00:00,2025-10-16 09:33:00+00:00,VIX100,short,0.0219280590585369,1021.487841,994.259416,0.5948862935515895,multi,,0.0,15.0,momentum_M1
2025-10-16 09:33:00+00:00,2025-10-16 09:44:00+00:00,VIX100,long,0.0215872380334066,994.259416,985.221468,-0.1972311558440832,multi,,0.0,15.0,momentum_M1
2025-10-16 09:44:00+00:00,2025-10-16 13:47:00+00:00,VIX100,short,0.0249185918785734,985.221468,982.978288,0.0534474434517624,multi,,0.0,15.0,momentum_M1
2025-10-16 13:47:00+00:00,2025-10-16 15:00:00+00:00,VIX100,long,0.0239669407285895,982.978288,1000.76,0.423774721996494,multi,,0.0,15.0,momentum_M1
2025-10-09 15:42:00+00:00,2025-10-09 15:57:00+00:00,VIX100,short,0.0356598407788109,1121.597829,1115.291518,0.2209049343662819,multi,,0.0,15.0,ml_generated_M1
2025-10-09 15:57:00+00:00,2025-10-09 16:10:00+00:00,VIX100,long,0.0358638666802383,1115.291518,1121.607828,0.2225047803899631,multi,,0.0,15.0,ml_generated_M1
2025-10-09 16:10:00+00:00,2025-10-09 16:29:00+00:00,VIX100,short,0.035911701438494,1121.607828,1114.91148,0.2364734132842436,multi,,0.0,15.0,ml_generated_M1
